Title,Company,Location,Salary,Description,Job URL,Date,State
"Associate Director, Statistical Programming",Servier,"Boston, MA 02210 
(South Boston area)","$129,771 - $176,401 a year","Date posted: Jul 23, 2024 City: Boston Country/Region: US Type of Contract: Unlimited contract Job Requisition ID: 6074 Associate Director, Statistical…",https://www.indeed.com/rc/clk?jk=3ff65bb0afc5165f&bb=8vvmuSJto9ZTXO6vJWbbgfIo-cp6R3wMR7N4qjCaLqj75SFLaPP2H5ln8Yx1advix_IHcLLBuYiK1nwrbU_Rok-lBOLl-TBb_adYKQGVB7Vmv40w7qu8gHdUbe1nzL60&xkcb=SoA-67M3-vZs0cRXax0ObzkdCdPP&fccid=b0d9005eccc9b604&vjs=3,2024-07-23,Massachusetts
Senior Statistical Programmer,Galderma,"Remote in Boston, MA",Full-time,"Galderma is the emerging pure-play dermatology category leader, present in approximately 90 countries. We deliver an innovative, science-based portfolio of…",https://www.indeed.com/rc/clk?jk=af2c575371c8d9b3&bb=8vvmuSJto9ZTXO6vJWbbgXNcjJlYZBnA_S49m3myjpXgJiUPiWf90Z0KimTBSLBswVTKWmZFsbShtCo5rfaicHLlUVC6liXEVNYIMyuoEYDC5rHt7wp-xA%3D%3D&xkcb=SoCj67M3-vZs0cRXax0NbzkdCdPP&fccid=f747d980a7349998&vjs=3,2024-07-23,Massachusetts
Clinical Data Reviewer/Statistician,Infobahn Softworld Inc,"Worcester, MA 01602",$24 - $25 an hour,Mon - Fri - day shift 7 - 9 Am start time 8 hours shift from when they start Microbiology recent rad will also work *Manager level candidates will…,https://www.indeed.com/rc/clk?jk=5e9dcd151da0d018&bb=8vvmuSJto9ZTXO6vJWbbgWjM4qfkkbqeHIl7UpvaiendoQ5m82lnhp9InKjjqeQDEtKZrZ8VKjgzjNHaeR1kW-NZfn9Plq917cejRVbA5_Au0niwr9Lord_9M_y8NgF3&xkcb=SoD-67M3-vZs0cRXax0DbzkdCdPP&fccid=9023e645766e69d3&cmp=Infobahn-Softworld&ti=Statistician&vjs=3,2024-07-23,Massachusetts
Machine Learning Engineer III,Mide Technology,"Woburn, MA",,"COMPANY OVERVIEW Midé Technology, a Hutchinson Company, is a small, well-established engineering services and research & development firm that provides…",https://www.indeed.com/rc/clk?jk=5da9cac0f6cf91a0&bb=8vvmuSJto9ZTXO6vJWbbgVnqmPEyExu4wpA2MjkH6t7kVRAcP5v0f7r4s1JnEkTjbcuGTdu8fxnuzqDnSx519K6IoXNAr6Y9sAKOGHJA6A2QSP6gMW5WchtwiouxGpFj&xkcb=SoDX67M3-vZs0cRXax0BbzkdCdPP&fccid=7366f0b152f3832e&vjs=3,2024-07-23,Massachusetts
Senior Data Analyst - Contract,TransMedics,"Andover, MA 01810",Full-time,"Job Description: Position: Senior Data Analyst, Transplant Logistics - Contract Reports to: Director of Data Analytics, Transplant Logistics *** Not open…",https://www.indeed.com/rc/clk?jk=e0320d5ad8ca5cbb&bb=8vvmuSJto9ZTXO6vJWbbgWJz2SEE04_CFl4pBLE-srR0meyssiAW9UmMiVm3u7wmIE9BQBDKgE4bP4nz51pO4WtrFemhCwd7TcTtkZiSFm7L4gZIWhveYCm7CXaKbZIS&xkcb=SoBj67M3-vZs0cRXax0AbzkdCdPP&fccid=aca2cfe38a107843&vjs=3,2024-07-23,Massachusetts
Machine Learning Research Scientist - Behaviors,Boston Dynamics,"Waltham, MA",Full-time,Are you passionate about using machine learning to drive robot behavior? Curious what you’d be able to accomplish with total access to Boston Dynamics robots…,https://www.indeed.com/rc/clk?jk=0110db4eae8214cb&bb=8vvmuSJto9ZTXO6vJWbbgXzq-n4wfJMhqrJ6jrH_O4xv4Ock7MYhacgezCDlTqLq6_giU9so_wv9-rqYJK2Mtpy0AiwEqAubZmdQe-GCJ2n-RiNba4SNTtE981gN4dYR&xkcb=SoDt67M3-vZs0cRXax0HbzkdCdPP&fccid=308bdeae923c2113&vjs=3,2024-07-23,Massachusetts
36: Assistant Staff - Machine Learning / Data Engineering,MIT Lincoln Laboratory,"Lexington, MA",,The Integrated Missile Defense Technology Group is seeking a highly motivated individual to join in an outstanding and interdisciplinary team of mathematicians…,https://www.indeed.com/rc/clk?jk=737827086c145b70&bb=8vvmuSJto9ZTXO6vJWbbgTMtzxLtaCsERfYlH1V3yDg1DadSbRSpJbThF0wEoDJNU6D2zw-IoN0Ib7sg-kKicOT0d9LyNkvz9Ha6bft6ZSALmx3YjAa56w%3D%3D&xkcb=SoBZ67M3-vZs0cRXax0GbzkdCdPP&fccid=a015205ad138ca75&vjs=3,2024-07-23,Massachusetts
Principal Machine Learning Research Engineer,Boston Dynamics,"Waltham, MA",,"As a Principal Research Engineer on the Perception and Safety R&D Team, you will join a small cross-functional group developing robotic perception…",https://www.indeed.com/rc/clk?jk=5249f50e9370aa4b&bb=8vvmuSJto9ZTXO6vJWbbgYuUxwP51QsLclJ-HFQOZd2QyPsNp08Vtra5L9qsD04QxdU9PgtoW_IKscmFx3IQRWjEu3-T9J7fQcDckfnHdYy_4BrZWCh8olqa5c19nIRs&xkcb=SoDE67M3-vZs0cRXax0FbzkdCdPP&fccid=308bdeae923c2113&vjs=3,2024-07-23,Massachusetts
"Director, CMC Statistics",Takeda Pharmaceutical,"Cambridge, MA","$169,400 - $266,200 a year",Promote statistical innovation and collaborations across a network of statisticians and data scientists to advance CMC research.,https://www.indeed.com/rc/clk?jk=3d036c54c98e7b9f&bb=EosiM7wMtBMj2g86yXS64x5Sh44HJOZWf0DZWRhtwGKIiYQ7NTp4fPA9Y5QWAjS7GCsuD_le9h9KByO7L2a5jfhZ1-0H2q4tyv7quypIwXH8QPeuP2kW4L2-br_jCudN&xkcb=SoAk67M3-vZrjcAdVz0PbzkdCdPP&fccid=4819693c833d5b6e&vjs=3,2024-07-23,Massachusetts
Software Engineer- Autonomy/AI,Autonodyne LLC,"Boston, MA 02210 
(South Boston area)","$95,000 - $170,000 a year",Utilize state machine algorithms such as behavior trees to generate safe and robust autonomy that accounts for any contingency.,https://www.indeed.com/rc/clk?jk=ab6a198dda72e76d&bb=EosiM7wMtBMj2g86yXS647_fNb6TvGjRaXnzRrp2slQoMFaRv47LfnvDjBwrbAkanaCD8lz1v7gaUkwDlNXLjbfm0OHEEueuo4x3OmesVMT__84Nclb7dgbykH06gpJ1&xkcb=SoBQ67M3-vZrjcAdVz0DbzkdCdPP&fccid=2f1803f307dd3a6a&cmp=Autonodyne&ti=Software+Engineer&vjs=3,2024-07-23,Massachusetts
Senior Software Engineer- Machine Learning,Autonodyne LLC,"Boston, MA 02210 
(South Boston area)","$90,000 - $170,000 a year",Keep up with current trends in machine learning – reading the latest research literature to keep skills sharp.,https://www.indeed.com/rc/clk?jk=9cd2f9c84c3b4dec&bb=EosiM7wMtBMj2g86yXS649MnRe6UayyW6sFWDc41Uw0o3mLtFlEIDZk2vNls5FEQoqIJ5jWefa1coGSBJq1tphPNNQwl5Ot2XJWOPB0d-_hoTa_Fq5_lu45UxJk7UT1V&xkcb=SoBq67M3-vZrjcAdVz0FbzkdCdPP&fccid=2f1803f307dd3a6a&cmp=Autonodyne&ti=Senior+Software+Engineer&vjs=3,2024-07-23,Massachusetts
"Director, US Advanced Analytics and Data Science",Servier,"Boston, MA 02210 
(South Boston area)",,"Develop data mining, machine learning, artificial intelligence and/or data modelling plans to support projects and programs.",https://www.indeed.com/rc/clk?jk=0ab057c187d0b7fe&bb=GNcZaHsiB0xLJBL311szCIrIKkHivfghgnc9GjqFBe3s2Fasr2CW4xJRQpp1BaBRKgr7tFSpo0aLXtJDhgHkrQWlI4GUVDnVXBBATPS2PtOAM9OpUShwDgnk57IuFw2-&xkcb=SoCy67M3-vZqSaSsbx0BbzkdCdPP&fccid=b0d9005eccc9b604&vjs=3,2024-07-23,Massachusetts
"Director, Head of Data Science & Analytics, Digital & eCommerce",Merck KGaA,"Burlington, MA 01803",Full-time,"You are first a business leader, who can utilize expertise and understand data to build compelling narratives for the eCommerce team and other business leaders;…",https://www.indeed.com/rc/clk?jk=4cd43778eee3c7e3&bb=OI9eqOqb-1Z5zqn_H2JComBXt0MYVznLmEc555B9KQuyWsQktwBnIBNXSJ1y4U7zD2BKKiLz4Ul1CUkkwwRzcgrMqJJsrlchChia37sdt6WzR3urBw9gOEv1JZnAY0D2&xkcb=SoC367M3-vZpeXSsbx0NbzkdCdPP&fccid=68d0e0954a811351&vjs=3,2024-07-23,Massachusetts
Senior AI Engineer,The MITRE Corporation,"Hybrid work in Bedford, MA 01730",Full-time,Typically requires a minimum of 5 years of related experience with a Bachelor’s degree; or 3 years and a Master’s degree; or a PhD with relevant experience who…,https://www.indeed.com/rc/clk?jk=cf8795d70aa34bc6&bb=0EX5zRMqrpCJ25L6urdMBVtzyc5I6YkpJU9rev5LUQU4_6KyelxRRwQXqJ2NaCyKhSwipKMKAhKtOyWlaurYuRHgKdEutnkoNQFWImYWBbYPix-wa3JTqw%3D%3D&xkcb=SoCo67M3-vZmOaAVtz0FbzkdCdPP&fccid=30bd8a58380c700b&vjs=3,2024-07-23,Massachusetts
Data Engineer,Ford Motor Company,"Dearborn, MI 48124 
(Duvall-Edison area)",,"Working cross-functionally with business and analytical teams to manage data and products.
Creating data products that combine various internal data sources…",https://www.indeed.com/rc/clk?jk=92ee98fa7123f008&bb=HRLu4f_4P4LhT6UZEH9qT0X7Hlrsi9exeJmx8YjbSU5r-Mr2Yz8-vXsHCJgtnLZLzn9qUR-4Qp40Ytw72JDzkx1QtzBNh7rheQRAwtwanbN1D9Ga0Vz9PA%3D%3D&xkcb=SoB-67M3-vZjngysaR0MbzkdCdPP&fccid=761c44c17d636bfe&vjs=3,2024-07-23,Michigan
HPC AI/ML Platform Engineer,Ford Motor Company,"Hybrid work in Dearborn, MI 48124",Full-time,"If you are interested to engage with every part of the HPC stack ranging from the servers to the data scientists using them, this position could be a good fit…",https://www.indeed.com/rc/clk?jk=dd2cc18a75724b63&bb=HRLu4f_4P4LhT6UZEH9qT-oDvlAOy_HGvpF7MjHX_eymWI67edUuqbgZJJqjq78MIA4uFUgpKNpIX_XkQIfulFAKXtiFkMU1bGbCc4g7j0aA0FBKUIP1Sg%3D%3D&xkcb=SoAw67M3-vZjngysaR0GbzkdCdPP&fccid=761c44c17d636bfe&vjs=3,2024-07-23,Michigan
Staff Data Scientist (Growth),Jerry,Remote in Michigan,Full-time,We are looking for a Staff Data Scientist to help elevate our ability to scale customer demand by driving deep insights to inform our customer acquisition…,https://www.indeed.com/rc/clk?jk=7e14a22ef659b2a7&bb=IUzgDVhfUuix1YNgE10FgeTn6d_CFWULjJzPRRYgEDCLjvtAxD4zUF-u8RbMK9lv3c1jae_YfBqyjqUm__hQ9kTseVtrWoBYDUXzNt5mKwnJUvnOKzm1m8Snsn4Wipon&xkcb=SoAs67M3-vZiZsyVwh0LbzkdCdPP&fccid=204c8e2f615ab5bb&vjs=3,2024-07-23,Michigan
Senior Data Scientist (User Growth),Jerry,Remote in Michigan,Full-time,"Backed by artificial intelligence and machine learning, Jerry simplifies and automates owning and maintaining a car while providing personalized services for…",https://www.indeed.com/rc/clk?jk=4ab47b759b0c7b77&bb=IUzgDVhfUuix1YNgE10FgSmMqP8M6t9KjpW-ONbKApiC5T_9eRjuzDULJo-2ycfB7ttVN-EPnh-PtS5AVeGxzmZmg4lQRgfPe0mKIorK8I4dg7ZPqJ5pw-3nJ12I_YtN&xkcb=SoA_67M3-vZiZsyVwh0PbzkdCdPP&fccid=204c8e2f615ab5bb&vjs=3,2024-07-23,Michigan
Data Scientist Senior,CliftonLarsonAllen,"Minneapolis, MN",Full-time,"Execute predictive and inferential analytics, machine learning, and artificial intelligence techniques.
2 – 5 years of experience in data analytics, statistics,…",https://www.indeed.com/rc/clk?jk=71310c3befceb694&bb=nwrYVAQVdOrBzhB6lve7pjoluhK9MYlOl6W2v6nN-LE8iEpSZ3MN_0elixY_wCWDNdk9Hse84POOY36oaW0IUZzqMdrEr6W6SlOZGyIH130xutCf2ha_1g%3D%3D&xkcb=SoCY67M3-vZgr3ysWh0JbzkdCdPP&fccid=48d824a044be0992&vjs=3,2024-07-23,Minnesota
Senior Data Science Analyst - Computational Pathology & AI,Mayo Clinic,"Rochester, MN 55901","$119,995 - $180,086 a year","Provide advanced data insights for complex business problems that can be approached with analytics techniques to collect, explore, and extract insights from…",https://www.indeed.com/rc/clk?jk=11be0781eb683ba5&bb=nwrYVAQVdOrBzhB6lve7pnU2yCiqrZnJaoE9i62ZEFgahPEdnkIoaBlS3W6NSLaAmu4S_gMUtTmUmmi9RIlXkdGTx-Z72HqYBbXl-yYirmadzF4JNQYAZg%3D%3D&xkcb=SoCi67M3-vZgr3ysWh0PbzkdCdPP&fccid=26877094797beef3&vjs=3,2024-07-23,Minnesota
Lead Data Product Management Consultant,Wells Fargo,"Hybrid work in Minneapolis, MN","$111,100 - $197,000 a year","Design and maintain innovative data products, enabling data availability for data intelligence, analytics, and reporting.",https://www.indeed.com/rc/clk?jk=e0f4d6925fce1af2&bb=nwrYVAQVdOrBzhB6lve7pgRibpoyI9nlUQ-OWPcSImLr8jmn0ZXOUTGCmpINiIhP5qDyp5xHABvlZKRPNLAB1BurBo6Es54PosjRDMDgx2OUoeRdD3AMzg%3D%3D&xkcb=SoBx67M3-vZgr3ysWh0GbzkdCdPP&fccid=78bbcd26e39621f5&vjs=3,2024-07-23,Minnesota
Principal AI/ML Engineer - Remote,Optum,"Remote in Minnetonka, MN 55305",,"Mentor data scientists, AI/ML scientists, and other engineers to ensure the delivery of the AI/ML projects, and provide guidance on how to best use specific…",https://www.indeed.com/rc/clk?jk=53da80b697838cf9&bb=gAevZN_Et48e_M3W7Wfx0QZLtARZPHXEMZ_z5PACh7GyQy9K-Uo-I4zZ2ShwvMQBwZFTU5EiwsDdPidledk2mPkTHcQfHnmQXNvnHHa6nghVyX9EwSBJ-A%3D%3D&xkcb=SoCv67M3-vZ9rFysWh0IbzkdCdPP&fccid=3c38342724c75954&vjs=3,2024-07-23,Minnesota
Data Science Consultant (Hybrid),Securian Financial Group,"Hybrid work in Minneapolis, MN 55406","$84,000 - $155,000 a year","Mentors or leads less experienced data scientists.
4+ years in data science or related field developing both traditional algorithmic and advanced analytical…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrLlW_ZcUuDJ6jZ6w7g5y0dbJg6hSE_bFUiaAMAdSUKjwRuLRuecyYddHAuiD33dFJgTed1iLyot_d-jLScp4oAKKRUr5GvBbW-HRdZDeNbf0dT0UhfAn8JEskZkZdcsuatM_g0LFE-fSpU3nsQKszUKS_rbNS3D2lBLvMn2eTYZhdO71XBaK3CZ5ljIlvey5Cl4ppKQEg6yhvHE9tsgF8_GBIy5l0iy9r--WBc-xCSvuKEVq54BeH3IvrSJYQRxHGth7ba4jKug2Qob1u_8aYodmZN3RBLLAERviC-kqjVzaCjdRFhLFXAi5SoJLjCFx2VSektvsxGAWznrfCGHm-UPaDGH7ChvjcPdQUR3QWoZr0Ej5OP43c80KGAQIgWmKgsdcAPbpNj0xpQb5nOozsnC6XDiWxsyxTiujP_NXgLTUHBiqkcIwbu97EuBMfgLUdJ0oqqecJhKRSIzrdF3AYWSmN_lS5B328vCBvQ4L0tNgTipio7ELYAUdc0_KBdcZTFM_b_flFzw_i5qvBKVNM5mUzbXpKlC0Q0zTg-KgPxwrmt5wIs1R-rhYj5cMqDykWpnDixu5yeBhkcmSJP5jXUQi1QAL99zV19y8rckJnewyXYidu5DXMm58wLwT6A8jpTebMeASwxtVVt7wX58LfNZvznWXI8i2DasC-nfjVg-oKbzJ18d9UNH4ZpHM5NOuf80g-fksoYwBVQoNHun8PwK9K1FS-amsAuACoqzk85anqgT7REsCEP20Tau_DxXH5zkgHdmOJdeiUEZlzYCEnnyT9bnYwEpCqJPEmchWol-q-hB0BdRIzaoySkc7P197Jk4ihI5U6NWjGuG2HBgE4pRReU4OV46PBKFnA7Bk97iGQ8C-aV6pDFSrSqGYi2_ZAmsOqc7YUdrXMV5jFTs2plWdjnRRkz2BXY7Fb2D1Mq5X75pE2mluAYaqFVo6QahT8k_DMrFcgqg==&xkcb=SoCh6_M3-vZ9rFysWh0DbzkdCdPP&camk=f416UQcMBpAMBHzhMBUx0A==&p=8&fvj=0&vjs=3,2024-07-23,Minnesota
Staff Data Scientist (Growth),Jerry,Remote in Missouri,Full-time,We are looking for a Staff Data Scientist to help elevate our ability to scale customer demand by driving deep insights to inform our customer acquisition…,https://www.indeed.com/rc/clk?jk=26a150bcf56ebba2&bb=lG61gRBniFPgRYQrE5Ju9AIGyfeM9JIPWZAL7a8Kye8EYSryTLr1GEEfjmzuavh1Ng398DtTd-nkr8U4x1P-sQSNvnnJ3AVE5UoDBKPYFMQ201J1jIrZUfw9pV_0ejg2&xkcb=SoBC67M3-vZ60tynMR0CbzkdCdPP&fccid=204c8e2f615ab5bb&vjs=3,2024-07-23,Missouri
Senior Data Scientist (User Growth),Jerry,Remote in Missouri,Full-time,"Backed by artificial intelligence and machine learning, Jerry simplifies and automates owning and maintaining a car while providing personalized services for…",https://www.indeed.com/rc/clk?jk=a49c8ce3ad3ec497&bb=CLrdot0gaGuNIF6j8CXFt21zGoAFeXZVNSJV-kyrC6falv1DbdgkOC8k_2_wVR9J0QIdWWEy6ktB19FpKb2AqpxSyngk2eRazpQtBsB9NZwF8qik-bzXisjj7C4xxCKQ&xkcb=SoCs67M3-vZ5L-gVtz0LbzkdCdPP&fccid=204c8e2f615ab5bb&vjs=3,2024-07-23,Missouri
AI Data Scientist,Steel Point Solutions,Remote,,"Expertise in data analysis, machine learning, and artificial intelligence.
8+ years of progressive work experience in data analytics.",https://www.indeed.com/rc/clk?jk=40eab347bfa74a71&bb=UiTFrP3c7XW9_qArZWxWetlHJ7-dWiBX_qMUwbw0I3c0n2Z3m2FeXTOrUFXnq-TCbq_z-AQdf_UUh7CvOWLBuPpj1xKamP843kOLwOV9IVkJp4H_O61U1cRLT-SNgDmY&xkcb=SoBk67M3-vZ4OuysWh0NbzkdCdPP&fccid=dd779bec80cd5595&cmp=Steel-Point-Solutions&ti=Data+Scientist&vjs=3,2024-07-23,Missouri
Swift Coders Contract AI Training - Immediate Start,Outlier Ai,"Remote in Missoula, MT",Up to $30 an hour,"Base pay is determined by multiple factors, including the area of expertise, years of experience, and skillset needed for the project.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0De7scZMGRktcRm1xquClSEeXRaD9t0XBHJvo7d6kcpE0GCI9um6haHV40rCFuM0oGktQNDpCKGT8yMyQI2ck9Cctg9hBrVy-dbFXjxJts_LjRxt_7IIBM-4AjvdF7R-COgbk0N_AF2r27WYIl_OxUo-H0Wwn_6YLTifFLlogxwt6cmcM_WvLNjjtlKn3QOpcOHuffTsZj3sCA5mq3Mzq32Bc6OP0sihsD-NnmfcFSlDkwFTg2Q1P6MWUqw34vAobgtiTmAczqUUezFoBwWcMuX_1hUExhBSf7VozFPHCMDEfwLdyKuoTs6PjEW9R0icWar6dSS-MNjyyZfngW_Ynjk4g6Jc9nPPlklo1zF9qNfB6cUfZ2vr24HjBBiXAwZuiB91vHLsp7U9NApxIQ-1QJovt6dVdHtrMDbhkUkhCphkUapvSco0Hpux0HPB4TE28jQA1w9snoEp6tFEXI-XLLupM5eDPoGgqLE49sfU0P7Z_5OPAlUw4oKd9UKIipnbegx2FIF2yBvV5nYEHxWVQ7BoR-1LaOhsFOURFBB8-jHiB1hrJ2rzm1tZp2NQBMxYY_JGu3-uJPvaEED4FMV1bKWeT4PaaK5UA5Y7JHiQO91u5u7QehyhNOKixP2vLX6yvrFFB35w6uQ3kbV8RgTQQHmkn7nnFaHZEzZxoRkC9CddkJIWI_WmCXvRUE3-Sa5NjmEPWUTmJV1jlcajYAXWBQ5XwEWO2ll5JAQRC-lPRyKEHGH41D0ELlfzBGB12w6tWeDKRuSK4esvUiHdVJDoCxkMpwl34aIbZEqC8XvkLhq8CGSQlUc3KJCijju9X_BqXEjBJdVQr8k86uvlKQPOB9P6MEBatNExL_6qA-4vLn_p9vGFJadi9OWfnA5YL5uFQny2iEu-0SOMpG77mX2jcwdDCc8IFv35S_-txgoWG5DBUeqBASxfSCH_YOqSKZsZADlMLhtvEieHIUP7D-DG3kKN0a_7hA0BZumsP_OUQhINvCIvFUyWcEJGl2XSC48G4PRCGyvPLkE1G-JqIh8Drf1h-re8DZdOE0LkxOZi2-F_m-ENRQ4tOCZ5LWWpTSdDlJOlSo9oyodGemcZjiMR8RCx5fNqSdMcizK4KLHSUPBp2-0o4wdzpzxQoaffu8byrxsgIhzeIzyTiWMYN1E4nDv8FtUcrHVET3rG82_KAk-BAVoSPfzzAX1qiXp6ZtOod_gMPdDeHRGKycXEKPSxwPZ5TcWRM3H14bkqgSaviq_9eUz18izXhAaozi_D7iwxdRZCAwXh4zlsZKFAl3uV1eZScuwSozP1KuNydfTft5I3AYA4XPuKTOT8rfcieFF9t3OqeMcZJPiDytTTP0TqcwAR3f7fEtIg2G8pRDIEUJSO80Mnlm_iSn2DEamElwaXME=&xkcb=SoAu6_M3-vZ3R-AdVj0JbzkdCdPP&camk=nUmJqO2E8rhbolWC1gxb2g==&p=2&fvj=0&vjs=3,2024-07-23,Montana
Software Engineer for AI Training Data (Swift),G2i Inc.,Remote in Nevada,$28.70 - $50.00 an hour,"No previous AI experience is necessary.
We are seeking software engineers with 4+ years of experience to train AI large language models, helping cutting-edge…",https://www.indeed.com/rc/clk?jk=d95d678e1a580cd0&bb=A71gWhLa8FgpU-P7RAtPSp_LPLWEsgQQs9r2IRcDkY3pbcouWMSZl3arB-10VZEINYYoOd666uCGKRXeIXi2qg2l_GONgtbuZY403xikGFuJ4IknXspd-S1Qr0E6Q7s5&xkcb=SoBp67M3-vZyb6SnMR0JbzkdCdPP&fccid=e2dd68a36e2658ec&vjs=3,2024-07-23,Nevada
Senior Data Scientist,Amazon.com,"Newark, NJ 07102 
(Central Business District area)",Full-time,"Work closely with other data scientists, ML experts, engineers as well as business across globe, and on cross-disciplinary efforts with other scientists within…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bdd4o5uokT9skMYzkzH2dUVVc_sjS2wyLHOFjCY0bjoduFtX2_YBQhNWqBjzsw69_b9H5m_jJBXXSIb9hGPqRW4OztKEX9iXwxb_hcI7WoWgY1IucsLNK7iXQTAZZPSVz-fWODaL2SNRncT7yRI1cGg9Xc9GQX045EAEEo6Lh4RmGVYJbBfC_wfDENHBNm40cEBizdj0pcGSjXvm0BPx-4BgehOFZVy52CnVW8o6AGT9bw7-sjlf4SY5brFN373MUJXAYUBow55EZOgAD6tm3oP2K61SK9TgyBm9Vji_-yG92XimdrmXiEjD2owEUGoDsbZB9gHVmMomTYqE9CONJfZPCvm0UVq70BnOxcyQTq47y83gpDvgK84HKbfMRdfGtvNWFXalwG4JO8EtHIudd3fl5i3yOp8U8FIySVkaNYynxxqtRnXTUOxZ9Bv32lclY5EAMt6Rw8E79FFI9iHiHL5-BO81rVXaS6Jg-czdcaB7bRwE0kfH8hIrDgXJg9dY-Tl79dtDZqbVuFQqv5YiTfLxF3kNnxtFjbA1mRtvg1WSFz9Uo0_QJi1sjRIjpF1jBwsJOS9kSTOClyhI09xtOmxcI37JCi6FHf3hI0rVMzMXUrV4JSgxi5SAbn0_fecOyVtyDXmBdL5U051sHVzTjk1YZvHWC_SkYTOr5ljpwBaKNE_TAkXNl1H2rEGNpiN4TWnGA9TH6_4_f31XlrzOIUWtFFOZDp-VjsfRF1aZlmMEecz0Lr-vCVvau2EXZehMUw_xEnPXjrf00v--Jr4fzvGRPFuHtq90rC4i5W58qYFZkaQGgRN9CuhiqjpOP1q-A=&xkcb=SoBn6_M3-vaPuWyVwh0FbzkdCdPP&camk=4HOcmqOLYrA0mXP6nMsy9w==&p=14&fvj=0&vjs=3,2024-07-23,New Jersey
"Associate Director, Statistics",AbbVie,"Florham Park, NJ",Full-time,Independently develop protocols and statistical analysis plans (or product safety analysis plans/integrated summary of safety analysis plans/analysis plans for…,https://www.indeed.com/rc/clk?jk=850b4ed93b48974a&bb=BNVnIvdY1UhZy37zNjOVFv1LOUJW7u2q1M1YKRrvhvqG__ye7vPxTfsgEGwkyMRM75bqqhf85_NGLVkbnOsoz1tCkxlYJaUQi2f0GFdYK1vx8Ti5o6HVSjy8Uiq9UEe1&xkcb=SoAi67M3-vaONuSJ250KbzkdCdPP&fccid=a3b51ece17c02aae&vjs=3,2024-07-23,New Jersey
Project Manager - Generative Artificial intelligence (ONLY W2),Geopaq Logic,"Ridgefield Park, NJ 07660","$10,000 - $14,000 a month","At least 5+ years of experience in consulting, project management, or a related field.
Experience with project management tools and methodologies (e.g., Agile,…",https://www.indeed.com/rc/clk?jk=dd95056e58c85b68&bb=eiYPuBbNpli56ur_Smf2wsaQlqWhIBAoDrh-x-5SvXaIW62LAJbsylnXa3ZNIkfPLWoeGsrZbupKxgare-fSS4Gdd6t0GXt4SbfVOSXB3yQF00xZYMgQ2CdmzlQngm_v&xkcb=SoBF67M3-vaLiVxXdB0MbzkdCdPP&fccid=87827502f5628ba8&cmp=Geopaq-Logic&ti=Project+Manager&vjs=3,2024-07-23,New Jersey
Postdoctoral Research Associate - AI/Machine Learning for Mass Spectrometry,Princeton University,"Princeton, NJ 08544",,"They will have an opportunity to lead and contribute to a range of exciting projects: for example, developing machine-learning approaches for the identification…",https://www.indeed.com/rc/clk?jk=affb3b2018436f68&bb=799nQiWHUem089ugVNOrCZwx_h2s5-qxF5188-k642HwDav9X3fwjE3LflcqWAhxSSsftviNMRicBfsHV97cbYQ7gDll0jjegX-cEqi1OQaIiSKYbzJWNQ%3D%3D&xkcb=SoBr67M3-vaKhRSJ250PbzkdCdPP&fccid=329dd051ee52db36&vjs=3,2024-07-23,New Jersey
AI System Failure Analyst Engineer,ZT Systems,"Secaucus, NJ",Full-time,"Knowledge of test methodologies, writing test plans, creating test cases, and debugging.
From competitive compensation to 401K matching to comprehensive health …",https://www.indeed.com/rc/clk?jk=b8986424bc20d148&bb=799nQiWHUem089ugVNOrCZwx_h2s5-qxj393a8i1mnKUTY2E7PUV0PEERHT2pg4AthPU6cfvhtfyF0LDipn24aX87NaR9cEzGLvyhNU3ZxmqWY2LPP1mVhIrD9sjHZqq&xkcb=SoDf67M3-vaKhRSJ250ObzkdCdPP&fccid=81cd636660f4ca58&vjs=3,2024-07-23,New Jersey
"Director, Statistics",AbbVie,"Madison, NJ 07940",Full-time,"The Director, Statistics provides scientific and statitical leadership for assigned clinical development projects.
This range may be modified in the future.",https://www.indeed.com/rc/clk?jk=ec4aef505a2d1768&bb=3MHB2K4Uf8HP8LbqaoquvjkOhgO0CJdSdKNZHtVdgK-0uDpkT1Y9DXD9bdcULSx6DrysgwMs08wVcBdhJ6cX4Gtss6E4Y8xZwZ7G7qZaxAG-DNpxKukRUzZAMW42wGgg&xkcb=SoBA67M3-vaJrXSsaR0IbzkdCdPP&fccid=a3b51ece17c02aae&vjs=3,2024-07-23,New Jersey
Staff AI / ML Engineer,Recruiting From Scratch,"Trenton, NJ 08605 
(Downtown area)","$185,000 - $250,000 a year","Oversee general maintenance and health of data pipelines to ensure accurate and efficient transformations of our data.
Who is Recruiting from Scratch:",https://www.indeed.com/rc/clk?jk=7f70de394abb83b3&bb=3MHB2K4Uf8HP8LbqaoquvmZBlhfxYMlzcZFnU_5sTDwZUFPUV6XsT1QjKHQM3-mbUbkLnTyRWuSMOF0HijmJa-0vXKX0hBVYVjSx9rCRZ4FLttsantzDW17NZ0fNhv6I&xkcb=SoBT67M3-vaJrXSsaR0MbzkdCdPP&fccid=09e02654c2f26bbd&vjs=3,2024-07-23,New Jersey
