Date,Title,Company,State,City,Level,Work Mode,Average Salary,Pay Type,Employment Type,Description
2024-07-09,Data Scientist I (financial Crimes/fraud/aml) - Etl/tableau,Td Bank,District of Columbia,Vienna,Mid-level,,100464.0,year,,Provides expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the…
2024-07-09,Statistician,U.s. Department Of Justice,District of Columbia,Arlington,Mid-level,,78665.5,year,,"A. Degree: Bachelor's degree (or higher degree) that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester…"
2024-07-09,"Data Scientist | Nlp, Ml Models, Ai Algorithms | Top Secret Or Ts/sci | Washington Dc",Deloitte,District of Columbia,Rosslyn,Mid-level,,118400.0,year,,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…"
2024-07-09,Statistician Jr,Brillient Corporation,District of Columbia,Washington,Mid-level,,96096.0,year,,"Tasks may include performing valid and useful analyses of data sets in support of task areas using existing data or data to be collected.
Have a BA/BS Degree."
2024-07-09,Statistician,U.s. Marshals Service,District of Columbia,Arlington,Mid-level,,80698.0,year,,"A. Degree: Bachelor's degree (or higher degree) that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester…"
2024-07-09,Senior Data Scientist,Noblis,District of Columbia,Bethesda,Senior,,153887.5,year,,"Analyze current and recommend data security practices, including data transiting between differing security level enclaves, to ensure compliance with relevant…"
2024-07-09,Statistician,Power3 Solutions And Partnering Companies,District of Columbia,Washington,Mid-level,,77500.0,year,,"15 Days (3 Weeks) of Paid Time Off (PTO).
Ability to use software including Excel, SQL, Power BI, and Microsoft CRM to access and analyze data."
2024-07-09,"Artificial Intelligence For Autonomous Experimentation Materials Scientist, Senior",Booz Allen,District of Columbia,Washington,Senior,,158300.0,year,,"Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work…"
2024-07-09,Data Analyst/scientist - Sme,Analytic Solutions Group,District of Columbia,Bethesda,Mid-level,,,,Full-time,"Data Security and Compliance: Analyze current and recommend data security practices, including data transitioning between differing security level enclaves, to…"
2024-07-09,Senior Data Scientist,Leidos,District of Columbia,Bethesda,Senior,,171570.0,year,,"Data Security and Compliance: Analyze current and recommend data security practices, including data transiting between differing security level enclaves, to…"
2024-07-09,Data Scientist,Sosi,District of Columbia,Chantilly,Mid-level,,,,nan,"1-3 years of experience as a Data Scientist, with a STEM degree (field such as computer science, statistics, data analytics, computer engineering, mathematics,…"
2024-07-09,Quantitative Modeling Director (open To Remote),Fannie Mae,District of Columbia,Washington,Mid-level,Remote,,,Full-time,Experience in the process of analyzing data to identify trends or relationships to inform conclusions about the data.
2024-07-09,Senior Data Scientist,Jamf,District of Columbia,Reston,Senior,,,,nan,"Utilizing your expertise in data analysis, mining, and machine learning, you'll unveil valuable insights, construct predictive models, and shape the future of…"
2024-07-09,Data Scientist,Cornerstone Defense,District of Columbia,Chantilly,Mid-level,,,,nan,"Demonstrated experience with data visualization and link analysis.
Demonstrated experience analyzing structure and unstructured data and streamlining business…"
2024-07-09,Senior Data Scientist,"Gap Solutions, Inc.",District of Columbia,Bethesda,Senior,,,,Full-time,"Data Security and Compliance: Analyze current and recommend data security practices, including data transiting between differing security level enclaves, to…"
2024-07-09,Data Scientist - Ts/sci With Polygraph,General Dynamics Information Technology,District of Columbia,Chantilly,Mid-level,,117852.5,year,,"Demonstrated experience developing, creating, and modifying data structure and data load routines for analytic use cases.
Top Secret SCI + Polygraph."
2024-07-09,Data Scientist Bah2197,Sabree Software Services,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Demonstrated experience with data visualization and link analysis.
The Contractor shall leverage multiple data management tools such as link analysis to…"
2024-07-09,Supply Chain Data Scientist-top Secret Clearance,American Bureau Of Shipping (abs),District of Columbia,Washington,Mid-level,,115000.0,year,,"Visualization Expert, Specifically the individual will be responsible for working with the data engineers/scientists to provide exploratory data visualization…"
2024-07-09,Director Of Genetic Data Science,Genedx,District of Columbia,Gaithersburg,Mid-level,,210448.5,year,,"Expert understanding of genomics data: wet lab data, clinical data (both structured and unstructured), and financial / medical billing data."
2024-07-09,Data Scientist (ts/sci Clearance Required),Gridiron It,District of Columbia,Alexandria,Mid-level,,155000.0,year,,"3+ years experience with data exploration, data cleaning, data analysis, data visualization, or data mining.
As a data scientist, you’re excited at the prospect…"
2024-07-09,"Request For Proposals: Peacebuilding In The Age Of Artificial Intelligence: Taking Stock Of Challenges, Opportunities, And Implications For Usip",United States Institute Of Peace,District of Columbia,Washington,Mid-level,,,,Full-time,"LER is the Institute’s hub for standards on project design, monitoring and evaluation (M&E), data management, learning, and research."
2024-07-09,"Senior Data Scientist, Ai Foundations",Capital One,District of Columbia,McLean,Senior,,,,Full-time,"Partner with a cross-functional team of data scientists, software engineers, machine learning engineers and product managers to deliver AI powered products that…"
2024-07-09,"Ai Strategist, Senior",Booz Allen,District of Columbia,Washington,Senior,,138800.0,year,,"Ability to communicate and collaborate with diverse stakeholders, including executives, data scientists, and strategy teams.
Knowledge of user-centered design."
2024-07-09,Data Scientist - Remote,The Emmes Corporation,District of Columbia,Rockville,Mid-level,Remote,,,nan,"Domain experience with clinical trial data or processes (e.g., data capture, risk-based monitoring, safety reports, clinical study reports) preferred."
2024-07-09,Data Scientist (ts/sci + Poly),The Darkstar Group,District of Columbia,Chantilly,Mid-level,,,,Flextime,"Demonstrated experience with data visualization and link analysis.
The Contractor shall leverage multiple data management tools such as link analysis to…"
2024-07-09,Bigdata/ml Engineer,Exaways Corporation,District of Columbia,McLean,Mid-level,,,,nan,4 to 6 years of professional experience in building data pipelines involving data ingestion through transformations and making them available to downstream…
2024-07-09,"Applied Scientist Ii, Industry Products","Amazon Web Services, Inc.",District of Columbia,Arlington,Mid-level,,,,Full-time,"2+ years of building machine learning models for business application experience.
You will be the voice of scientific rigor, delivery, and innovation as you…"
2024-07-09,Data Scientist,Agile Defense,District of Columbia,Chantilly,Mid-level,,,,nan,"In this role, you will work on teams with other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and…"
2024-07-09,Senior Data Analyst,"Na Ali'i Consulting & Sales, Llc.",District of Columbia,Arlington,Senior,,,,Full-time,"Assist in the design of processes, tools, or databases to ensure an effective and efficient way to manage OUSD(R&E)’s portfolio of acquisitions."
2024-07-09,Principal Data Scientist,Sosi,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Access and manage data stored in SQL databases, ensuring data integrity and efficient querying for analysis and model training.:"
2024-07-09,Ai Project Integrator,Leidos,District of Columbia,McLean,Mid-level,,202575.0,year,,"While the client’s leadership team will direct and manage the priorities, you will interact closely with senior level executive leadership in the development of…"
2024-07-09,Aws Data Engineer - Ts/sci Required,Deloitte,District of Columbia,Rosslyn,Mid-level,,,,nan,"This project allows for a base salary from $150,000-200,0 00 based on experience in addition to a bonus plan and benefits package including (but not limited to)…"
2024-07-09,Business Analytics / Data Scientist (2024-0076),Acclaim Technical Services,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Demonstrates significant experience working with data and leveraging analytical techniques, applying advanced statistical and analytics techniques (regression,…"
2024-07-09,Nasda Nass (national Agricultural Statistics Service) Associate Director,National Association Of State Departments Of...,District of Columbia,Arlington,Associate,,85000.0,year,,"Develop and implement strategies to improve data collection efficiency and accuracy.
NASDA employees earn a competitive salary and enjoy an excellent work…"
2024-07-09,Senior Machine Learning Scientist,Cambia Health Solutions,District of Columbia,Washington,Senior,,207700.0,year,,"Strong machine learning expertise: Proficient in machine learning algorithms, statistical modeling, and data analysis."
2024-07-09,"Sr. Data Scientist, Proserve Genai","Amazon Web Services, Inc.",District of Columbia,Arlington,Mid-level,,143300.0,year,,"Experience in any of the following areas: algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing, high…"
2024-07-09,Data Owner/engineer,Ibm,District of Columbia,Washington,Mid-level,,177300.0,year,,"The Data Owner will be responsible for leading the Refugee Processing Center's data management strategy, encompassing all areas of data warehousing, data…"
2024-07-09,Ai Engineer,University Of Maryland,District of Columbia,College Park,Mid-level,,132500.0,year,,"Familiarity with data analysis and visualization tools.
Ability to collaborate with cross-functional teams to identify AI opportunities, define project…"
2024-07-09,Senior Statistical Programmer,Cyberdata Technologies,District of Columbia,Herndon,Senior,,,,nan,"Provide support for data analysis projects which involve health survey data sets with complex design, medical records data, healthcare utilization datasets and…"
2024-07-09,Senior Data Scientist,Gemini Industries,District of Columbia,Fairfax,Senior,,,,nan,"Describe data using qualitative and quantitative aggregation/summarization and build tools (static reports, interactive dashboards, web applications) that allow…"
2024-07-09,"Data Science Manager, Managed Engineering And Data Science (moeds)","Amazon Development Center U.s., Inc.",District of Columbia,Herndon,Manager,,,,Full-time,"2+ years of scientists or machine learning engineers management experience.
We are primarily composed of data scientists and engineers."
2024-07-09,Statistician Sr,Brillient Corporation,District of Columbia,Washington,Mid-level,,96096.0,year,,"Tasks may include performing valid and useful analyses of data sets in support of task areas using existing data or data to be collected.
Have a BA/BS Degree."
2024-07-09,"Generative Ai Engineer, Mid",Booz Allen,District of Columbia,Bethesda,Mid-level,,123800.0,year,,"3+ years of experience with artificial intelligence, data science, ML engineering, data research, or data analytics.
Ability to obtain a security clearance."
2024-07-09,Ai/ml And Genai Engineer,"Lcg, Inc.",District of Columbia,Bethesda,Mid-level,,,,nan,Position Summary: The AI/ ML Engineer is a hybrid role dedicated to designing and developing scalable AI solutions using machine-learning models while ensuring…
2024-07-09,Data Engineer,Booz Allen,District of Columbia,Arlington,Mid-level,,,,nan,"Ability to develop scripts and programs for converting various types of data into usable formats and support project team to scale, monitor and operate data…"
2024-07-09,Senior Data Scientist,Mantech,District of Columbia,Washington,Senior,,162950.0,year,,"For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on…"
2024-07-09,Ai/ml Systems Engineer,Vtg,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Engineer and assess current and future technology, and ensure the project captures innovative tradecraft, lessons learned, and best practices."
2024-07-09,Artificial Intelligence / Machine Learning (ai/ml) Engineer,Anser,District of Columbia,Chantilly,Mid-level,,,,nan,"A minimum of 5 years of hands-on experience in architecting and implementing AI solutions, with focus in machine learning, deep learning, and natural language…"
2024-07-09,Python Developer/data Engineer,Inadev,District of Columbia,McLean,Mid-level,,,,nan,"Work closely with the team to ensure that technical user stories and acceptance criteria are accurately captured.
Self-motivated and self-managing."
2024-07-09,Data Engineer,Booz Allen,District of Columbia,Chantilly,Mid-level,,123800.0,year,,"You’ll use your experience in analytical exploration and data examination while you manage the assessment, design, building, and maintenance of scalable…"
2024-07-09,Data Architect (snowflake/aws),Deloitte,District of Columbia,Rosslyn,Mid-level,,,,Full-time,The GPS AI & Data Engineering (AI&DE) offering is responsible for developing advanced analytics products and applying data visualization and statistical…
2024-07-09,Artificial Intelligence/machine Learning,"Apogee Engineering, Llc",District of Columbia,Washington,Mid-level,,,,nan,"Research, analyze and interpret scientific data related to data analytics, artificial intelligence, or machine learning.
What you will be doing:"
2024-07-09,"Senior Manager, Data Science - Specialist Models",Capital One,District of Columbia,McLean,Senior,,,,Full-time,"Currently has, or is in the process of obtaining a Bachelor’s Degree plus 7 years of experience in data analytics, or currently has, or is in the process of…"
2024-07-09,Machine Learning Engineer [oni],Secure Technologies Group,District of Columbia,Washington,Mid-level,,,,nan,"Extensive data modeling and data architecture skills.
Background in machine learning frameworks such as TensorFlow or Keras.
Why come to the SecureTech family?"
2024-07-09,Data Scientist - Us Citizens Only - Ts/sci/fsp Required,Morphgroup,District of Columbia,Reston,Mid-level,,,,Full-time,"Demonstrated experience creating and managing AWS resources, including provisioning EC2 instances, writing and deploying Lambda functions, creating and writing…"
2024-07-09,"Lead Ai Engineer, Bcg Federal Practice, United States - Bcg X",Boston Consulting Group,District of Columbia,Washington,Lead,,225400.0,year,,"We are seeking individuals who demonstrate a strong passion for software development, large-scale data analytics, and driving organizational transformation…"
2024-07-09,Senior Mission Support It And Data Analyst,Arc Aspicio,District of Columbia,Washington,Senior,,,,Full-time,"They have 10+ years of relevant IT and data analysis experience.
Utilize data reporting products and ad hoc data requests to meet requirements and client…"
2024-07-09,"Senior Statistician, Center For Vaccine Innovation And Access",Path,District of Columbia,Washington,Senior,,153900.0,year,,"Master or Doctorate degree in a scientific discipline (statistics, mathematical statistics, biostatistics, or related field) plus a minimum of 5-10 years of…"
2024-07-09,Sr Forecasting & Data Analyst (sql Programming Required),"Maximus Services, Llc",District of Columbia,Tysons,Mid-level,,73250.0,year,,"Collect trends and information needed to communicate to operations and reports those trends to supervisor.
Bachelor's degree in relevant field of study and 5+…"
2024-07-09,"Head Of Data, Generative Ai Aec",Autodesk,District of Columbia,Washington,Mid-level,,,,nan,"Create tactical execution plans and ensure adherence to budgets, schedules, and performance expectations.
You understand what it takes to develop and deliver…"
2024-07-09,Ai/machine Learning Software Engineer (must Be Located Within The Dmv),Tesla Government,District of Columbia,Falls Church,Mid-level,,,,Full-time,"Experience with AI/ML, natural language processing, deep learning, or computer vision project work.
We offer Flex PTO, flexible work schedule, health benefits,…"
2024-07-09,Senior Data Scientist - Ts/sci With Ci Poly,Xcelerate Solutions,District of Columbia,Bethesda,Senior,,,,Full-time,"Data Security and Compliance: Analyze current and recommend data security practices, including data transiting between differing security level enclaves, to…"
2024-07-09,"Senior Generative Ai Strategist, Generative Ai Innovation Center","Amazon Web Services, Inc.",District of Columbia,Arlington,Senior,,138200.0,year,,"Amazon Web Services (AWS) is looking for experienced and motivated business-oriented technologists who possess a unique balance of business knowledge, effective…"
2024-07-09,"Sales Executive / Engineer-data , Ai/ml And Supply Chian",Cloud Bc Labs Inc.,District of Columbia,Reston,Mid-level,,,,nan,"Minimum of 8 years of experience in selling Cloud based data solutions, analytical data warehouses, cloud data migration solutions, analytics/reporting."
2024-07-09,Ai/machine Learning Engineer,The Carlyle Group,District of Columbia,Washington,Mid-level,,180000.0,year,,"Collaborate with stakeholders and data scientists to translate business problems and requirements into ML solutions.
Build AI/MLOps discipline and practice."
2024-07-09,"Director, Statistical Programming",Otsuka,District of Columbia,Rockville,Mid-level,,,,Full-time,Otsuka Pharmaceutical Company is a global healthcare company with the corporate philosophy: “Otsuka-people creating new products for better health worldwide.”…
2024-07-09,Data Scientist – Cmdb Authoritative Sources,Caci,District of Columbia,Chantilly,Mid-level,,146350.0,year,,Data Scientist – CMDB Authoritative Sources Job Category: Information Technology Time Type: Full time Minimum Clearance Required to Start: Secret Employee…
2024-07-09,Senior Machine Learning Engineer - Homes.com,Costar Group,District of Columbia,Washington,Senior,,,,Full-time,"Senior Machine Learning Engineer - Homes.com
Job Description
OVERVIEW CoStar Group (NASDAQ: CSGP) is a leading global provider of commercial…"
2024-07-09,Senior Software Engineer - Data & Machine Learning Platform,Booking.com,District of Columbia,Washington,Senior,,,,nan,"At Booking.com, we want to empower everyone to experience the world. Through our products, partners, and people is how we do it. There's a whole planet of…"
2024-07-09,Lead Data Scientist,The Mitre Corporation,District of Columbia,McLean,Lead,,,,Full-time,"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our…"
2024-07-09,Ai/ml Student Software Engineer,University Of Maryland,District of Columbia,College Park,Mid-level,,,,"Full-time
+1",Posting Details Posting Details Position Number: 79248355 Title: Student Functional Title: AI/ML Student Software Engineer Category Status: 14-Student Hourly…
2024-07-09,Senior Mission Systems (ai/cloud) Technology Sensing Analyst,Mantech,District of Columbia,Washington,Senior,,162950.0,year,,"Secure our Nation, Ignite your Future Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come…"
2024-07-09,Senior Functional Data/bi Business Analyst (ts Required),Deloitte,District of Columbia,Rosslyn,Senior,,,,Full-time,"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive…"
2024-07-09,Machine Learning Engineer Senior,Royce Geo,District of Columbia,Springfield,Senior,,,,Full-time,"Job Description Why Choose Royce Geo We're not your typical government contracting company, nor do we want to be. At Royce Geo, we live for building durable…"
2024-07-09,Statistician / Senior Statistician Cmc Statistics (onsite),Astrazeneca,District of Columbia,Gaithersburg,Senior,,,,Full-time,Do you have a passion for Science? Would you like to apply your expertise to impact a company that follows the science and turns ideas into life changing…
2024-07-09,Senior Machine Learning Engineer,Deloitte,District of Columbia,Rosslyn,Senior,,,,nan,"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive…"
2024-07-09,"Artificial Intelligence (ai) Systems Administrator, Senior",Mantech,District of Columbia,Washington,Senior,,162950.0,year,,"For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on…"
2024-07-09,Data Scientist,Mantech,District of Columbia,Sterling,Mid-level,,,,Full-time,"Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
PhD/Doctorate and 3-7 years."
2024-07-09,Artificial Intelligence Test & Evaluation Sme,Mantech,District of Columbia,Washington,Mid-level,,162950.0,year,,"Secure our Nation, Ignite your Future Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come…"
2024-07-09,"Data Engineer, Senior",Booz Allen,District of Columbia,Washington,Senior,,123800.0,year,,"Data Engineer, Senior The Opportunity: Ever-expanding technology like IoT, machine learning, and artificial intelligence means that there’s more structured…"
2024-07-09,Senior Machine Learning/data Science Research Engineer,Peraton,District of Columbia,Silver Spring,Senior,,190000.0,year,,About Peraton Peraton is a next-generation national security company that drives missions of consequence spanning the globe and extending to the farthest…
2024-07-09,Mission Data Analyst- Ts/sci Ci Poly,Ibm,District of Columbia,Reston,Mid-level,,120000.0,year,,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets…"
2024-07-09,Survey Research Statistician Associate,Abt Global,District of Columbia,Rockville,Associate,,,,nan,The World at Abt Solving the world’s most pressing issues and improving the quality of life for people worldwide is what we do every day at Abt Global.…
2024-07-09,Ai Engineer,Saic,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Job ID: 2406005 Location: CHANTILLY, VA, US Date Posted: 2024-07-01 Category: Information Technology Subcategory: Cloud Comp Engr Schedule: Full-time…"
2024-07-09,"Director, Data Engineering & Artificial Intelligence; Chief Data Official",The Mitre Corporation,District of Columbia,McLean,Mid-level,,,,Full-time,"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our…"
2024-07-09,Responsible Artificial Intelligence Project Manager,Elder Research,District of Columbia,Falls Church,Manager,,,,nan,"Responsible Artificial Intelligence Project Manager Location: Falls Church, VA (1 day onsite per week) Clearance Required: Secret People Centered. Data…"
2024-07-09,Software Engineer,Parsons,District of Columbia,Herndon,Mid-level,,143300.0,year,,"In a world of possibilities, pursue one with endless opportunities. Imagine Next! When it comes to what you want in your career, if you can imagine it, you…"
2024-07-09,Sr. Data Scientist,Mantech,District of Columbia,Sterling,Mid-level,,,,Full-time,"Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
PhD/Doctorate and 3-7 years."
2024-07-09,Senior Hc Data Analyst (ts/sci With Fullscope Poly-required),L. Jackson Associates Llc O/b/o Cognito Cyber...,District of Columbia,Bethesda,Senior,,,,Full-time,"Provide data analytic support for completed surveys, enterprise data calls, and other human capital efforts to identify trends and other key insights."
2024-07-09,Ai/ml Engineer - Sme,Cornerstone Defense,District of Columbia,McLean,Mid-level,,,,Contract,"The AI/ML Engineer will work closely with customer management, other project managers, system architects, data scientists, data engineers, and machine learning…"
2024-07-09,Data Scientist,Everbank N.a.,Florida,Jacksonville,Mid-level,,145000.0,year,,"They will be responsible for data mining, quantitative model development and machine learning initiatives that help provide key insights and create efficiencies…"
2024-07-09,Sr Data Scientist,Everbank N.a.,Florida,Jacksonville,Mid-level,,175000.0,year,,"They will be responsible for data mining, quantitative model development and machine learning initiatives that help provide key insights and create efficiencies…"
2024-07-09,Sr. Data Scientist - Marketing Analytics,Visa,Florida,Miami,Mid-level,,137775.0,year,,"Connect insights and findings with the business objectives: understand business issues, ground into data based insights and ensure application into the…"
2024-07-09,Lead Data And Machine Learning Engineer,Publix,Florida,Lakeland,Lead,,166500.0,year,,"Group health, dental and vision plans plan.
You will build solutions using Large Language Models, AI services, and machine learning and you will be working with…"
2024-07-09,Football Statistician,Florida Sports Broadcasting,Florida,Jacksonville,Mid-level,,,,Contract,"Keep relevant stats of game.
I'm looking for someone in the Jacksonville, Florida area.
Please no out-of-state applicants."
2024-07-09,Tactical Data Link Analyst,Hii,Florida,Key West,Mid-level,,83949.0,year,,"Monitor data integrity, interface with appropriate SOCAL TTR POC's, diagnosing and repairing faults when applicable, resolving network data issues, submitting…"
2024-07-09,Data Analyst Sr,H. Lee Moffitt Cancer Center,Florida,Tampa,Mid-level,,,,nan,Performs extensive medical record reviews and concurrent chart data abstraction on all required clinical indicators for the assigned patient group and selecting…
2024-07-09,Wtrs Maintenance Data Analyst (data Analyst 2),Hii,Florida,Orlando,Mid-level,,79493.5,year,,"Conducts thorough GFE/GFP maintenance data analysis, modeling, reporting, visualization, statistics, analytics, and data mining to support various project…"
2024-07-09,Ai Agent & Automation Solutions Developer (multi-level),Emagine / Emaginehealth,Florida,Boca Raton,Mid-level,,,,nan,"Lead project teams, manage timelines and ensure successful delivery of AI solutions.
Strong leadership skills with a track record of successful project…"
2024-07-09,Senior Manager - Data & Ai Strategy,Accenture,Florida,Saint Petersburg,Senior,,,,Full-time,"Minimum of 10 years of experience in applying predictive, prescriptive, and generative analytics client solutions.
Ability to travel up to 100%."
2024-07-09,Machine Learning Engineer Iii,Chewy,Florida,Plantation,Mid-level,,,,Full-time,"Analyze and Manipulate Data: Collect, clean, and manage data from diverse sources to ensure it is suitable for modeling."
2024-07-09,Artificial Intelligence Engineer,Soar Technology,Florida,Orlando,Mid-level,,,,nan,"A general understanding of machine learning algorithms including deep learning, neural network design, deep reinforcement learning, large language models (LLMs)…"
2024-07-09,"Applied Ml Engineer - Lead, Technology & Digital",Baptist Health South Florida,Florida,Florida,Lead,,163989.14,year,,"Proven team leadership background in machine learning and artificial intelligence with expertise in one or more of: computer vision, NLP, speech, optimization,…"
2024-07-09,Ai/ml Engineer,Citi,Florida,Tampa,Mid-level,,,,nan,"Apply strong project management skills to develop project plans, timelines, milestones, and demonstrate progress toward objectives.
Master’s degree is a plus."
2024-07-09,"Director, Data Science Platform Engineer - Team Lead",Pfizer,Florida,Tampa,Lead,,193900.0,year,,"The Analytics Experience team, which is part of the Artificial Intelligence, Data and Advanced Analytics (AIDA) organization is responsible for the creating a…"
2024-07-09,Quant Analyst Ii - Home Lending Sales Strategy Support,Jpmorgan Chase & Co,Florida,Jacksonville,Mid-level,,,,Full-time,"These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition…"
2024-07-09,Operations Analyst (ai/cyber) - Level 3,General Dynamics Information Technology,Florida,Macdill AFB,Mid-level,,112000.0,year,,"Maintains current knowledge of relevant technologies and subject areas.
Responsibilities will include researching and modeling military systems performance and…"
2024-07-09,Senior Machine Learning Platform Engineer,Royal Caribbean Group,Florida,Miramar,Senior,,,,Full-time,The ML Engineering team at Royal Caribbean Group is responsible for architecting and supporting the productionalized solution around AI/ML models to integrate…
2024-07-09,Senior Ai Solutions Engineer (us Remote),Intelepeer,Florida,Dania Beach,Senior,Remote,,,nan,"Technical Expertise: Develop a deep understanding of our AI products, machine learning algorithms, and AI-driven solutions.
What we are looking for:"
2024-07-09,Student Education Assistant – Data Science And Business Analytics,Florida Polytechnic University,Florida,Lakeland,Mid-level,,,,Part-time,"This position is subject to federal and state privacy regulations.
Must be proficient with programming tools commonly used in data science projects."
2024-07-09,Model Risk Management (artificial Intelligence) - Senior Manager,Fis Global,Florida,Jacksonville,Senior,,157600.0,year,,"Serve as the primary subject matter expert for enterprise model risk management standards, program governance and framework.
What you will be doing:"
2024-07-09,Senior Machine Learning Engineer,Office Depot,Florida,Boca Raton,Senior,,,,nan,"Looking for machine learning expert who can help us design and develop machine learning and deep learning systems.
Years of Experience: 3-5 Years of experience."
2024-07-09,Generative Artificial Intelligence Partner,Losey Pllc,Florida,Orlando,Mid-level,,,,Full-time,"Demonstrated ability to manage multiple priorities and work under pressure in a fast-paced environment.
Lead and manage the firm’s GenAI practice, with a focus…"
2024-07-09,Digital Contact Solutions Senior Associate,Price Waterhouse Coopers,Florida,Tampa,Associate,,,,nan,"You'll use visualization, statistical and analytics models, AI/ML techniques, Modelops and other techniques to develop these insights."
2024-07-09,Wealth Data & Analytics Data Scientist,Truist Bank,Georgia,Atlanta,Mid-level,,,,Full-time,"3-5 years of relevant financial services, data & analytics experience, and experience developing statistics and machine learning models."
2024-07-09,Senior Data Scientist,Home Depot / Thd,Georgia,Atlanta,Senior,,145000.0,year,,"As a Sr. Data Scientist, you will serve as a lead on data science projects, collaborating with project/product managers, providing prioritization of tasks,…"
2024-07-09,Sr. Operations Data Analyst,Home Depot / Thd,Georgia,Atlanta,Mid-level,,,,nan,20% - Support existing analytical tools and dashboards for process improvement - Develop additional technical competencies and subject matter expertise.
2024-07-09,Senior Data Scientist,Bose,Georgia,Atlanta,Senior,,,,Full-time,"8-10 years of experience applying data science, AI/machine learning, and analytics techniques to business problems.
Ability to mentor, coach, and lead others."
2024-07-09,Data Prescriptive Scientist,Kimberly-clark,Georgia,Roswell,Mid-level,,,,Full-time,"Work with Data Science Strategy Leader to define data science use cases with a bias towards problems requiring prescriptive analytics, propose potential…"
2024-07-09,Senior Supply Chain Data Analyst,Hd Supply,Georgia,Atlanta,Senior,,,,Full-time,"Performs data management through a combination of data mining, data modeling, data analysis, and/or problem analysis.
Certification is required in some areas."
2024-07-09,Ml Engineer (llm),Quadcode,Georgia,Georgia,Mid-level,,,,Full-time,"Perform NLP on historical data to extract client needs and initiatives;
We operate using Agile, Scrum and SAFe framework."
2024-07-09,Lead Data Scientist,S&p Global,Georgia,Atlanta,Lead,,142250.0,year,,"Ability to mentor and guide junior data scientists.
Lead data scientists in developing and implementing cutting-edge large-scale generative AI and LLM-powered…"
2024-07-09,Lead Data Scientist,Waystar,Georgia,Atlanta,Lead,,,,Full-time,"Evaluating and selecting appropriate AI tools and machine learning models for tasks, as well as building and training working versions of those models using…"
2024-07-09,Senior Data Analyst,Waystar,Georgia,Atlanta,Senior,,,,nan,"Develop and manage project plans, including timelines, milestones, and deliverables.
Foster a culture of continuous improvement by staying up to date with the…"
2024-07-09,"Software Engineer Manager, Machine Learning (remote)",Home Depot / Thd,Georgia,Atlanta,Manager,Remote,,,nan,"Conducts annual and mid-year reviews by reviewing individual development plans and team feedback.
5-7 years of relevant work experience."
2024-07-09,"Data Analyst, Senior (level 3)",Lockheed Martin,Georgia,Marietta,Senior,,,,nan,"You will utilize all parts of the data analytics pipeline, such as data collection, wrangling, cleaning, analysis, visualization, and presentation to deliver…"
2024-07-09,Full Stack Developer - Ud & Ai Office - Oit,Emory University,Georgia,Atlanta,Mid-level,,,,nan,"Collaborate with data scientists to develop data-driven interactive visualization features.
The University Office at Emory is seeking a Full Stack Developer who…"
2024-07-09,Associate Statistical Modeler,Risk Solutions,Georgia,Alpharetta,Associate,,,,nan,; understanding and creating typical data steps to prepare and process data for analysis; executing standard coding for projects and processes to do the job…
2024-07-09,Office Of Transportation Data- Transportation Specialist 2- Trp051- Pg L- Innovative Projects Statistical Analyst,State Of Georgia,Georgia,Atlanta,Mid-level,,55000.0,year,,"Knowledge of policy and procedures governing data collection technologies, data collection, coding requirements, and reporting procedures preferably in…"
2024-07-09,"Chair, Department Of Mathematics And Data Science",College Of Coastal Georgia,Georgia,Brunswick,Mid-level,,,,Full-time,"Terminal degree in mathematics, data science, or a related field.
At least 5 years teaching experience in mathematics, data science, or a related field."
